activity_id,activity_name,date_modified,start_time,end_time,tag_id,tag_type_id,name,tag_type_name,tag_name
a7ae97f8-09e1-4492-baea-a12bc5ba6063,11th April 2026 - MD-1 vs Portsmouth (A),2026-04-11T14:05:54Z,2026-04-11T08:07:36Z,2026-04-11T09:46:13Z,c711e375-1ba7-47df-929f-1ed596a692c6,31592f18-a442-43f1-8495-2479b8708f83,MD-1,DayCode,MD-1
db6b1b46-e1fc-4fdb-966a-81dd992aebcc,10th April 2026 - MD-2 vs Portsmouth (A),2026-04-10T20:18:35Z,2026-04-10T12:32:40Z,2026-04-10T14:22:46Z,bffecd9d-3331-4159-829c-13d9450ba906,31592f18-a442-43f1-8495-2479b8708f83,MD-2,DayCode,MD-2
112e7ea2-acd4-4bb0-a6c7-1e7f58fd4acd,8th April 2026 - MD vs Everton (A),2026-05-25T20:44:39Z,2026-04-08T10:50:51Z,2026-04-08T14:10:09Z,c2d24eda-9d6c-4e5f-bd37-85016ad6e3f5,31592f18-a442-43f1-8495-2479b8708f83,MD,DayCode,MD
e8c52268-980f-4632-bb88-2fe7701dadd9,7th April 2026 - MD-1 vs Everton (A),2026-04-07T19:46:48Z,2026-04-07T12:39:32Z,2026-04-07T14:34:29Z,c711e375-1ba7-47df-929f-1ed596a692c6,31592f18-a442-43f1-8495-2479b8708f83,MD-1,DayCode,MD-1
32ec7c08-d325-4cc6-97c8-f63c8fb3fd8a,6th April 2026 - MD-2 vs Everton (A),2026-04-06T20:08:22Z,2026-04-06T12:34:01Z,2026-04-06T14:34:20Z,bffecd9d-3331-4159-829c-13d9450ba906,31592f18-a442-43f1-8495-2479b8708f83,MD-2,DayCode,MD-2
ba925593-3255-47c5-ae8e-6b74d8d1fbe3,4th April 2026 - MD vs West Ham (A),2026-05-25T20:49:50Z,2026-04-04T10:16:20Z,2026-04-04T13:10:58Z,c2d24eda-9d6c-4e5f-bd37-85016ad6e3f5,31592f18-a442-43f1-8495-2479b8708f83,MD,DayCode,MD
88be2842-ae6b-4688-8909-0b166a74c94a,3rd April 2026 - MD-1 vs West Ham (A),2026-04-06T20:08:22Z,2026-04-03T08:29:30Z,2026-04-03T10:38:25Z,c711e375-1ba7-47df-929f-1ed596a692c6,31592f18-a442-43f1-8495-2479b8708f83,MD-1,DayCode,MD-1
8e48fc64-5bfa-4b91-9516-3f4a9499e3f8,2nd April 2026 - MD-2 vs West Ham (A),2026-04-06T20:08:22Z,2026-04-02T08:21:07Z,2026-04-02T10:49:06Z,bffecd9d-3331-4159-829c-13d9450ba906,31592f18-a442-43f1-8495-2479b8708f83,MD-2,DayCode,MD-2
269c8eec-8d5b-45f4-91f8-30abcfa5b687,1st April 2026 - MD-3 vs West Ham (A),2026-04-06T20:08:22Z,2026-04-01T11:36:56Z,2026-04-01T14:03:06Z,669aa054-6289-4816-abd7-613f954b3eb9,31592f18-a442-43f1-8495-2479b8708f83,MD-3,DayCode,MD-3
77bda874-1563-442d-830f-f49c01bf6a16,31st March 2026 - MD-4 vs West Ham (A),2026-04-06T20:08:22Z,2026-03-31T12:06:34Z,2026-03-31T14:54:26Z,333cf4b7-60c1-4fff-8aab-981cb50286ea,31592f18-a442-43f1-8495-2479b8708f83,MD-4,DayCode,MD-4
40eadad9-fd5e-460f-b206-5f5479557ac5,27th March 2026 - MD vs Da Boyz (H),2026-03-27T23:27:04Z,2026-03-27T17:08:04Z,2026-03-27T19:53:34Z,c2d24eda-9d6c-4e5f-bd37-85016ad6e3f5,31592f18-a442-43f1-8495-2479b8708f83,MD,DayCode,MD
bd2e1861-dddc-4e53-951c-658ea71ef921,26th March 2026 - MD-1 vs Da Bozy (H),2026-03-26T21:15:58Z,2026-03-26T15:56:18Z,2026-03-26T17:31:34Z,c711e375-1ba7-47df-929f-1ed596a692c6,31592f18-a442-43f1-8495-2479b8708f83,MD-1,DayCode,MD-1
4c3ed5f8-d5de-46ed-bd21-bf0630e54b75,25th March 2026 - MD-2 vs Da Boyz (H),2026-03-25T22:20:08Z,2026-03-25T15:46:07Z,2026-03-25T17:43:11Z,bffecd9d-3331-4159-829c-13d9450ba906,31592f18-a442-43f1-8495-2479b8708f83,MD-2,DayCode,MD-2
95f3c723-2d0d-4a44-8ed8-19279cc8c082,24th March 2026 - MD-3 vs Da Boyz (H),2026-03-24T21:24:15Z,2026-03-24T15:56:17Z,2026-03-24T17:36:27Z,669aa054-6289-4816-abd7-613f954b3eb9,31592f18-a442-43f1-8495-2479b8708f83,MD-3,DayCode,MD-3
